0.0;0.0;1.0
0.0;0.0;1.0
0.0;0.0;1.0
0.0;0.0;1.0
0.00153107;0.0;1.0
0.00439301;0.0;1.0
0.00851563;0.0;1.0
0.0138513;0.0;1.0
0.0203656;0.0;1.0
0.0280307;0.0;1.0
0.0368253;0.0;1.0
0.046731;0.0;1.0
0.0577304;0.0;1.0
0.0698093;0.0;1.0
0.082955;0.0;1.0
0.0971542;0.0;1.0
0.112396;0.0;1.00257
0.12867;0.0;1.06655
0.145965;0.0;1.12989
0.164274;0.0;1.19264
0.183586;0.0;1.25484
0.203896;0.0;1.31651
0.225192;0.0;1.37767
0.247467;0.0;1.43838
0.270716;0.0;1.49865
0.294932;0.0;1.5585
0.320108;0.0;1.61795
0.346239;0.0;1.67704
0.373318;0.0;1.73578
0.401343;0.0;1.79418
0.430305;0.0;1.85227
0.460202;0.0;1.91006
0.491027;0.0;1.96756
0.522778;0.0;2.02479
0.555451;0.0;2.08177
0.58904;0.0;2.13849
0.623542;0.0;2.19499
0.658955;0.0;2.25126
0.695273;0.0;2.30731
0.732493;0.0;2.30731
0.770614;0.0;2.41881
0.809631;0.0;2.47427
0.849542;0.0;2.52956
0.890343;0.0;2.58466
0.932032;0.0;2.6396
0.974608;0.0;2.69438
1.01807;0.0;2.749
1.0624;0.0;2.80348
1.10762;0.0;2.85781
1.15371;0.0;2.91325
1.20068;0.0;2.96605
1.24852;0.0;3.01997
1.29722;0.0;3.07377
1.3468;0.0;3.12744
1.39724;0.0;3.181
1.44854;0.0;3.23444
1.50071;0.0;3.28777
1.55373;0.0;3.34099
1.60762;0.0;3.3941
1.66236;0.0;3.44711
1.71795;0.0;3.50002
1.7744;0.0;3.55283
1.8317;0.0;3.60555
1.88985;0.0;3.65817
1.94885;0.0;3.71071
2.0087;0.0;3.76315
2.06939;0.0;3.81551
2.13093;0.0;3.86778
2.19331;0.0;3.91997
2.25653;0.0;3.97207
2.32059;0.0;4.0241
2.3855;0.0;4.07605
2.45124;0.0;4.12792
2.58523;0.0;4.23145
2.65347;0.0;4.28322
2.72273;0.0;4.3348
2.79265;0.0;4.38645
2.86361;0.0;4.43793
2.93524;0.0;4.4893
3.00764;0.0;4.5406
3.08088;0.0;4.59183
3.15494;0.0;4.64301
3.30553;0.0;4.74516
3.38207;0.0;4.79614
3.45942;0.0;4.84706
3.5376;0.0;4.89792
3.6166;0.0;4.94872
3.69641;0.0;4.99946
3.77705;0.0;5.05014
3.8585;0.0;5.10476
3.94084;0.0;5.1553
4.02399;0.0;5.20748
4.10799;0.0;5.20748
4.1928;0.0;5.31245
4.27849;0.0;5.36214
4.36495;0.0;5.41975
4.45238;0.0;5.45807
4.54039;0.0;5.53084
4.62965;0.0;5.54943
4.71908;0.0;5.64166
4.81013;0.0;5.64486
4.90108;0.0;5.74292
4.99381;0.0;5.74885
5.08644;0.0;5.84532
5.18082;0.0;5.85275
5.27513;0.0;5.94915
5.37115;0.0;5.95632
5.46714;0.0;6.04918
5.5648;0.0;6.05999
5.66246;0.0;6.07997
5.76043;0.0;6.06243
5.858;0.0;6.0724
5.9558;0.0;6.06239
6.05339;0.0;6.06677
6.1511;0.0;6.06062
6.24869;0.0;6.06315
6.34636;0.0;6.05817
6.44394;0.0;6.06029
6.54158;0.0;6.05555
6.63913;0.0;6.16102
6.73868;0.0;6.18996
6.83857;0.0;6.29567
6.94033;0.0;6.32565
7.04241;0.0;6.32565
7.1463;0.0;6.42866
7.25054;0;6.5602
7.35653;3.90625e-05;6.59321
7.46291;7.8125e-05;6.69036
7.57098;0.000117187;6.72493
7.67947;0.00015625;6.81915
7.78959;0.000195312;6.85527
7.90017;0.000234375;6.94658
8.01234;0.000273438;6.98425
8.12499;0.0003125;7.07462
8.23918;0.000351562;7.11188
8.35389;0.000390625;7.19743
8.47007;0.000429687;7.23816
8.58681;0.00046875;7.32089
8.70497;0.000507812;7.36311
8.82373;0.000546875;7.44306
8.94385;0.000585937;7.48674
9.0646;0.000625;7.56398
9.18666;0.000664063;7.56398
9.30938;0.000742187;7.68366
9.43336;0.00078125;7.68366
9.55803;0.000820312;7.8022
9.68401;0.000859375;7.85209
9.81061;0.000898437;7.91952
9.93838;0.0009375;7.96845
10.067;0.000976562;8.03577
10.1967;0.00101562;8.08797
10.3271;0.00105469;8.15086
10.4586;0.00109375;8.20177
10.5908;0.00113281;8.26489
10.7242;0.00117187;8.31891
10.8583;0.00121094;8.3779
10.9934;0.00125;8.43028
11.1294;0.00128906;8.49224
11.2663;0.00132813;8.5428
11.4041;0.00136719;8.60098
11.5428;0.00140625;8.65418
11.6824;0.00144531;8.71111
11.8229;0.00148437;8.76448
11.9643;0.00152344;8.82034
12.1065;0.0015625;8.87373
12.2497;0.00160156;8.92867
12.3937;0.00164062;8.98196
12.5385;0.00167969;9.03613
12.6843;0.00171875;9.08922
12.8309;0.00175781;9.14274
12.9783;0.00179687;9.19554
13.1266;0.00183594;9.2485
13.2758;0.001875;9.30097
