1.01526;-3.90625e-05;2.85699
2.01825;-3.90625e-05;2.96822
3.0533;-3.90625e-05;3.18374
4.10802;0;3.75838
5.13813;0.000351562;4.22567
6.20983;0.000820312;4.66991
7.23072;0.00132813;5.12056
8.26342;0.00179687;5.62328
9.29526;0.00222656;6.05371
10.3068;0.00261719;6.50129
11.3877;0.00300781;6.7967
12.4892;0.00339844;7.0028
13.545;0.00394531;7.51
14.551;0.00457031;8.06839
15.6179;0.00515625;8.46697
16.7434;0.00582031;8.9747
17.7748;0.00636719;9.35226
18.8483;0.00691406;9.71948
19.9627;0.0075;10.0239
21.1171;0.00832031;10.3739
22.1376;0.00902344;10.7179
23.1862;0.00972656;10.9539
24.2621;0.0104297;11.2342
25.3645;0.0111328;11.5033
26.4925;0.0119922;11.811
27.6452;0.0129687;12.0136
28.8207;0.0139062;12.2406
30.0173;0.0148437;12.4551
31.0303;0.015625;12.6711
32.0574;0.0164453;12.8333
33.0963;0.0174219;12.9206
34.137;0.0183984;12.9061
35.1761;0.019375;12.8551
36.2037;0.0203516;12.6604
37.2203;0.0212891;12.5667
38.2296;0.0221875;12.4797
39.2346;0.0231641;12.4495
40.2386;0.0241406;12.455
41.244;0.0251172;12.4779
42.2529;0.0260937;12.546
43.2671;0.0270703;12.6027
44.2878;0.0280469;12.6906
45.3163;0.0290625;12.8162
46.3509;0.0301172;12.829
47.3846;0.0312891;12.8143
48.4231;0.0324609;13.0263
49.4827;0.0336328;13.2931
50.5635;0.0348047;13.5001
51.6651;0.0359766;13.7583
52.7872;0.0373437;14.0122
53.9295;0.0387109;14.3148
55.0917;0.0400781;14.5077
56.2734;0.0414453;14.7496
57.4745;0.0429688;14.988
58.6947;0.0445312;15.2732
59.9336;0.0460938;15.4889
61.1823;0.0476953;15.4875
62.4298;0.0492187;15.4694
63.4362;0.0505078;15.7264
64.4558;0.0519141;15.8742
65.4882;0.0533203;16.1242
66.533;0.0547266;16.2647
67.5901;0.0561328;16.4532
68.6591;0.0575781;16.6827
69.74;0.0591406;16.8174
70.8321;0.0607031;17.0369
71.9355;0.0622656;17.1659
73.0498;0.0638281;17.3807
74.1749;0.0654688;17.5007
75.3105;0.0671875;17.6634
76.4566;0.0689062;17.8669
77.6128;0.070625;18.0236
78.7791;0.0723438;18.1352
79.9552;0.0742188;18.2877
81.1412;0.0760937;18.4381
82.3367;0.0779687;18.6277
83.5418;0.0798437;18.7739
84.7562;0.0817188;18.9186
85.98;0.0837109;19.0573
87.2129;0.0857422;19.1637
88.455;0.0877734;19.3394
89.7061;0.0898047;19.4439
90.9661;0.0918359;19.5817
92.2349;0.0939844;19.7533
93.5121;0.0961719;19.8465
94.7978;0.0983594;20.0131
96.0918;0.100547;20.1399
97.3938;0.102734;20.2642
98.7039;0.104961;20.3513
100.022;0.107305;20.472
101.347;0.109648;20.6252
102.681;0.111992;20.7096
103.685;0.113789;20.833
104.695;0.115664;20.8871
105.709;0.117539;21.0086
106.727;0.119414;21.0611
107.748;0.121289;21.1449
108.774;0.123164;21.2263
109.804;0.125039;21.3364
110.837;0.127031;21.3836
111.874;0.129023;21.4915
112.915;0.131016;21.5678
113.96;0.133008;21.6133
115.008;0.135;21.6878
116.06;0.136992;21.7615
117.115;0.139023;21.8336
118.174;0.141133;21.9035
119.236;0.143242;21.9984
120.301;0.145352;22.0635
121.37;0.147461;22.1012
122.441;0.14957;22.1899
123.515;0.15168;22.2263
124.593;0.153906;22.2878
125.673;0.156133;22.3499
